Date,Sales,Orders,Average_Order_Value
2023-05-09,327344,394,830.82
2023-05-10,339303,353,961.2
2023-05-11,332122,410,810.05
2023-05-12,330284,355,930.38
2023-05-13,341238,324,1053.2
2023-05-14,342101,429,797.44
2023-05-15,334319,394,848.53
2023-05-16,341390,394,866.47
2023-05-17,331817,351,945.35
2023-05-18,336226,365,921.17
2023-05-19,335621,316,1062.09
2023-05-20,342734,334,1026.15
2023-05-21,344383,348,989.61
2023-05-22,334273,348,960.55
2023-05-23,342243,349,980.64
2023-05-24,339437,385,881.65
2023-05-25,330804,325,1017.86
2023-05-26,330664,384,861.1
2023-05-27,344077,338,1017.98
2023-05-28,343287,329,1043.43
2023-05-29,339461,351,967.13
2023-05-30,339940,363,936.47
2023-05-31,341216,347,983.33
2023-06-01,344595,478,720.91
2023-06-02,335456,344,975.16
2023-06-03,339803,361,941.28
2023-06-04,340272,360,945.2
2023-06-05,342103,340,1006.19
2023-06-06,346512,367,944.17
2023-06-07,339070,395,858.41
2023-06-08,329851,351,939.75
2023-06-09,333533,349,955.68
2023-06-10,342041,357,958.1
2023-06-11,343363,357,961.8
2023-06-12,339615,329,1032.26
2023-06-13,341701,396,862.88
2023-06-14,340196,353,963.73
2023-06-15,346387,329,1052.85
2023-06-16,338686,417,812.2
2023-06-17,342406,355,964.52
2023-06-18,348496,386,902.84
2023-06-19,334981,364,920.28
2023-06-20,343692,392,876.77
2023-06-21,342443,366,935.64
2023-06-22,341357,311,1097.61
2023-06-23,349203,411,849.64
2023-06-24,343787,401,857.32
2023-06-25,355887,421,845.34
2023-06-26,341126,313,1089.86
2023-06-27,336415,368,914.17
2023-06-28,342494,361,948.74
2023-06-29,337351,368,916.71
2023-06-30,338822,387,875.51
2023-07-01,348500,374,931.82
2023-07-02,349219,305,1144.98
2023-07-03,339421,320,1060.69
2023-07-04,346663,393,882.09
2023-07-05,347425,347,1001.22
2023-07-06,348674,395,882.72
2023-07-07,344584,427,806.99
2023-07-08,352825,342,1031.65
2023-07-09,338212,324,1043.86
2023-07-10,340728,330,1032.51
2023-07-11,338239,371,911.7
2023-07-12,342655,366,936.22
2023-07-13,339524,336,1010.49
2023-07-14,341322,348,980.81
2023-07-15,355012,387,917.34
2023-07-16,345750,421,821.26
2023-07-17,343844,359,957.78
2023-07-18,340904,329,1036.18
2023-07-19,342255,401,853.5
2023-07-20,341905,342,999.72
2023-07-21,343858,352,976.87
2023-07-22,351545,348,1010.19
2023-07-23,353674,347,1019.23
2023-07-24,343112,384,893.52
2023-07-25,344329,420,819.83
2023-07-26,336453,371,906.88
2023-07-27,341191,334,1021.53
2023-07-28,345772,381,907.54
2023-07-29,349891,391,894.86
2023-07-30,346899,431,804.87
2023-07-31,345388,317,1089.55
2023-08-01,343559,338,1016.45
2023-08-02,346703,343,1010.8
2023-08-03,342555,333,1028.69
2023-08-04,339602,341,995.9
2023-08-05,347165,373,930.74
2023-08-06,332416,355,936.38
2023-08-07,342777,374,916.52
2023-08-08,324587,280,1159.24
2023-08-09,333200,335,994.63
2023-08-10,342940,376,912.07
2023-08-11,343007,347,988.49
2023-08-12,340079,391,869.77
2023-08-13,342058,320,1068.93
2023-08-14,346883,387,896.34
2023-08-15,338492,342,989.74
2023-08-16,350718,339,1034.57
2023-08-17,340572,347,981.48
2023-08-18,342373,358,956.35
2023-08-19,352271,370,952.08
2023-08-20,345544,365,946.7
2023-08-21,335904,372,902.97
2023-08-22,339883,372,913.66
2023-08-23,340179,318,1069.75
2023-08-24,334163,355,941.3
2023-08-25,339120,382,887.75
2023-08-26,341400,376,907.98
2023-08-27,348869,336,1038.3
2023-08-28,340337,339,1003.94
2023-08-29,338883,341,993.79
2023-08-30,339654,365,930.56
2023-08-31,341114,343,994.5
2023-09-01,342866,382,897.55
2023-09-02,340075,366,929.17
2023-09-03,339871,331,1026.8
2023-09-04,345017,338,1020.76
2023-09-05,338181,388,871.6
2023-09-06,333654,378,882.68
2023-09-07,342023,357,958.05
2023-09-08,342109,314,1089.52
2023-09-09,337637,424,796.31
2023-09-10,345563,355,973.42
2023-09-11,343348,409,839.48
2023-09-12,341733,380,899.3
2023-09-13,342906,372,921.79
2023-09-14,333760,364,916.92
2023-09-15,341589,376,908.48
2023-09-16,343261,361,950.86
2023-09-17,342478,378,906.03
2023-09-18,344099,413,833.17
2023-09-19,346872,343,1011.29
2023-09-20,348328,345,1009.65
2023-09-21,346212,340,1018.27
2023-09-22,339848,411,826.88
2023-09-23,346478,356,973.25
2023-09-24,348395,347,1004.02
2023-09-25,341047,393,867.8
2023-09-26,341152,359,950.28
2023-09-27,344336,366,940.81
2023-09-28,340432,310,1098.17
2023-09-29,337491,306,1102.91
2023-09-30,343486,420,817.82
2023-10-01,348287,303,1149.46
2023-10-02,341035,389,876.7
2023-10-03,342644,333,1028.96
2023-10-04,344224,335,1027.53
2023-10-05,339623,390,870.83
2023-10-06,344818,348,990.86
2023-10-07,347729,369,942.36
2023-10-08,340582,343,992.95
2023-10-09,348249,360,967.36
2023-10-10,339629,325,1045.01
2023-10-11,334563,350,955.89
2023-10-12,337442,360,937.34
2023-10-13,337688,325,1039.04
2023-10-14,347161,348,997.59
2023-10-15,345843,343,1008.29
2023-10-16,341213,380,897.93
2023-10-17,345675,399,866.35
2023-10-18,344580,381,904.41
2023-10-19,344641,383,899.85
2023-10-20,345236,341,1012.42
2023-10-21,350844,341,1028.87
2023-10-22,338769,361,938.42
2023-10-23,342304,322,1063.06
2023-10-24,334327,316,1058.0
2023-10-25,344500,355,970.42
2023-10-26,344522,390,883.39
2023-10-27,349457,325,1075.25
2023-10-28,354812,375,946.17
2023-10-29,350601,365,960.55
2023-10-30,343162,372,922.48
2023-10-31,347828,396,878.35
2023-11-01,343506,413,831.73
2023-11-02,346117,346,1000.34
2023-11-03,350808,395,888.12
2023-11-04,348612,292,1193.88
2023-11-05,355006,411,863.76
2023-11-06,350191,412,849.98
2023-11-07,343115,346,991.66
2023-11-08,352067,328,1073.38
2023-11-09,351107,368,954.1
2023-11-10,348707,350,996.31
2023-11-11,349607,436,801.85
2023-11-12,349466,390,896.07
2023-11-13,346713,401,864.62
2023-11-14,351880,441,797.91
2023-11-15,345449,360,959.58
2023-11-16,352034,457,770.32
2023-11-17,344798,408,845.09
2023-11-18,354294,391,906.12
2023-11-19,356038,403,883.47
2023-11-20,362384,369,982.07
2023-11-21,345525,355,973.31
2023-11-22,358694,351,1021.92
2023-11-23,353096,350,1008.85
2023-11-24,354629,341,1039.97
2023-11-25,358174,377,950.06
2023-11-26,360010,370,973.0
2023-11-27,353189,356,992.1
2023-11-28,360801,375,962.14
2023-11-29,352586,384,918.19
2023-11-30,360122,390,923.39
2023-12-01,361519,409,883.91
2023-12-02,369044,375,984.12
2023-12-03,364893,387,942.88
2023-12-04,367671,410,896.76
2023-12-05,372537,415,897.68
2023-12-06,366101,429,853.38
2023-12-07,365983,356,1028.04
2023-12-08,362278,379,955.88
2023-12-09,371191,421,881.69
2023-12-10,365489,360,1015.25
2023-12-11,364486,403,904.43
2023-12-12,370057,442,837.23
2023-12-13,375418,364,1031.37
2023-12-14,382575,422,906.58
2023-12-15,367748,401,917.08
2023-12-16,381806,401,952.13
2023-12-17,376907,362,1041.18
2023-12-18,371096,390,951.53
2023-12-19,374195,438,854.33
2023-12-20,373001,375,994.67
2023-12-21,373698,410,911.46
2023-12-22,371846,338,1100.14
2023-12-23,372378,392,949.94
2023-12-24,372213,483,770.63
2023-12-25,378092,386,979.51
2023-12-26,374404,339,1104.44
2023-12-27,373467,347,1076.27
2023-12-28,376691,344,1095.03
2023-12-29,380736,438,869.26
2023-12-30,382981,374,1024.01
2023-12-31,379730,426,891.38
2024-01-01,375280,388,967.22
2024-01-02,377388,445,848.06
2024-01-03,373030,415,898.87
2024-01-04,375711,419,896.68
2024-01-05,377446,369,1022.89
2024-01-06,381974,377,1013.19
2024-01-07,380185,391,972.34
2024-01-08,376150,447,841.5
2024-01-09,376333,407,924.65
2024-01-10,369597,415,890.6
2024-01-11,378231,371,1019.49
2024-01-12,369521,354,1043.84
2024-01-13,377094,365,1033.13
2024-01-14,387084,435,889.85
2024-01-15,381050,521,731.38
2024-01-16,384514,476,807.8
2024-01-17,377153,355,1062.4
2024-01-18,373746,407,918.29
2024-01-19,378406,425,890.37
2024-01-20,385006,356,1081.48
2024-01-21,385462,367,1050.31
2024-01-22,386270,406,951.4
2024-01-23,380105,410,927.09
2024-01-24,383878,409,938.58
2024-01-25,378410,391,967.8
2024-01-26,385451,358,1076.68
2024-01-27,388505,395,983.56
2024-01-28,385684,383,1007.01
2024-01-29,384064,368,1043.65
2024-01-30,384865,449,857.16
2024-01-31,385047,381,1010.62
2024-02-01,394803,426,926.77
2024-02-02,386958,517,748.47
2024-02-03,391373,502,779.63
2024-02-04,383601,442,867.88
2024-02-05,385086,388,992.49
2024-02-06,388495,405,959.25
2024-02-07,387162,401,965.49
2024-02-08,397035,359,1105.95
2024-02-09,390644,460,849.23
2024-02-10,402253,424,948.71
2024-02-11,397300,408,973.77
2024-02-12,393257,441,891.74
2024-02-13,393256,413,952.19
2024-02-14,394238,480,821.33
2024-02-15,402520,379,1062.06
2024-02-16,384911,430,895.14
2024-02-17,391405,352,1111.95
2024-02-18,398529,421,946.62
2024-02-19,397099,385,1031.43
2024-02-20,400697,424,945.04
2024-02-21,400278,422,948.53
2024-02-22,396976,439,904.27
2024-02-23,403845,421,959.25
2024-02-24,408947,419,976.01
2024-02-25,405690,457,887.72
2024-02-26,405243,431,940.24
2024-02-27,402684,447,900.86
2024-02-28,399475,352,1134.87
2024-02-29,405685,430,943.45
2024-03-01,403583,376,1073.36
2024-03-02,408129,437,933.93
2024-03-03,415287,428,970.3
2024-03-04,393663,466,844.77
2024-03-05,398843,436,914.78
2024-03-06,400409,414,967.17
2024-03-07,404641,376,1076.17
2024-03-08,405652,419,968.14
2024-03-09,405035,382,1060.3
2024-03-10,407901,407,1002.21
2024-03-11,404474,374,1081.48
2024-03-12,419917,444,945.76
2024-03-13,417474,366,1140.64
2024-03-14,408017,448,910.75
2024-03-15,408735,460,888.55
2024-03-16,410197,481,852.8
2024-03-17,407276,358,1137.64
2024-03-18,411327,405,1015.62
2024-03-19,407850,442,922.74
2024-03-20,412442,393,1049.47
2024-03-21,406102,404,1005.2
2024-03-22,410350,371,1106.06
2024-03-23,419419,508,825.63
2024-03-24,420867,453,929.07
2024-03-25,417061,457,912.61
2024-03-26,409700,517,792.46
2024-03-27,419945,406,1034.35
2024-03-28,412949,445,927.98
2024-03-29,419846,416,1009.25
2024-03-30,421893,370,1140.25
2024-03-31,416186,452,920.77
2024-04-01,416891,455,916.24
2024-04-02,420389,438,959.79
2024-04-03,421928,410,1029.09
2024-04-04,418957,463,904.87
2024-04-05,426901,475,898.74
2024-04-06,429454,415,1034.83
2024-04-07,424172,433,979.61
2024-04-08,424605,540,786.31
2024-04-09,430329,505,852.14
2024-04-10,430843,403,1069.09
2024-04-11,416883,424,983.21
2024-04-12,418622,471,888.79
2024-04-13,434352,464,936.1
2024-04-14,423281,445,951.19
2024-04-15,417961,414,1009.57
2024-04-16,422088,502,840.81
2024-04-17,426525,483,883.07
2024-04-18,424527,437,971.46
2024-04-19,422408,448,942.88
2024-04-20,427145,429,995.68
2024-04-21,427312,502,851.22
2024-04-22,422392,432,977.76
2024-04-23,436945,421,1037.87
2024-04-24,428339,433,989.24
2024-04-25,431308,449,960.6
2024-04-26,425429,451,943.3
2024-04-27,431599,489,882.62
2024-04-28,429527,455,944.02
2024-04-29,416601,396,1052.02
2024-04-30,422624,449,941.26
2024-05-01,420963,479,878.84
2024-05-02,419267,460,911.45
2024-05-03,424287,439,966.49
2024-05-04,440398,479,919.41
2024-05-05,434500,439,989.75
2024-05-06,436266,440,991.51
2024-05-07,432562,424,1020.19
2024-05-08,434482,408,1064.91
2024-05-09,427150,415,1029.28
2024-05-10,433799,496,874.59
2024-05-11,439453,501,877.15
2024-05-12,433806,460,943.06
2024-05-13,434641,476,913.11
2024-05-14,434887,506,859.46
2024-05-15,430078,470,915.06
2024-05-16,427704,469,911.95
2024-05-17,427629,477,896.5
2024-05-18,438042,474,924.14
2024-05-19,439315,421,1043.5
2024-05-20,429962,445,966.21
2024-05-21,433828,378,1147.69
2024-05-22,436451,453,963.47
2024-05-23,436835,471,927.46
2024-05-24,441201,464,950.86
2024-05-25,444624,458,970.79
2024-05-26,434526,441,985.32
2024-05-27,442258,396,1116.81
2024-05-28,432437,490,882.52
2024-05-29,439668,432,1017.75
2024-05-30,435407,450,967.57
2024-05-31,433376,526,823.91
2024-06-01,431722,427,1011.06
2024-06-02,439205,418,1050.73
2024-06-03,428575,486,881.84
2024-06-04,440056,464,948.4
2024-06-05,442635,545,812.17
2024-06-06,432325,509,849.36
2024-06-07,437367,423,1033.96
2024-06-08,437337,479,913.02
2024-06-09,437861,508,861.93
2024-06-10,439758,454,968.63
2024-06-11,436179,480,908.71
2024-06-12,444256,487,912.23
2024-06-13,434329,430,1010.07
2024-06-14,441062,515,856.43
2024-06-15,441566,503,877.86
2024-06-16,444768,462,962.7
2024-06-17,434729,423,1027.73
2024-06-18,436569,416,1049.44
2024-06-19,436319,487,895.93
2024-06-20,433119,423,1023.92
2024-06-21,439900,496,886.9
2024-06-22,444382,405,1097.24
2024-06-23,444158,517,859.11
2024-06-24,443932,420,1056.98
2024-06-25,443562,494,897.9
2024-06-26,435374,392,1110.65
2024-06-27,438758,440,997.18
2024-06-28,434288,500,868.58
2024-06-29,441710,486,908.87
2024-06-30,438915,433,1013.66
2024-07-01,444409,430,1033.51
2024-07-02,438757,465,943.56
2024-07-03,436139,457,954.35
2024-07-04,442488,438,1010.25
2024-07-05,427342,445,960.32
2024-07-06,432538,511,846.45
2024-07-07,445171,503,885.03
2024-07-08,437348,451,969.73
2024-07-09,438186,418,1048.29
2024-07-10,431071,399,1080.38
2024-07-11,436914,432,1011.38
2024-07-12,446011,458,973.82
2024-07-13,445179,441,1009.48
2024-07-14,442206,493,896.97
2024-07-15,434938,464,937.37
2024-07-16,435106,492,884.36
2024-07-17,427268,503,849.44
2024-07-18,437974,448,977.62
2024-07-19,440583,457,964.08
2024-07-20,434150,432,1004.98
2024-07-21,438225,441,993.71
2024-07-22,431452,445,969.56
2024-07-23,432275,435,993.74
2024-07-24,436816,461,947.54
2024-07-25,427152,435,981.96
2024-07-26,439251,492,892.79
2024-07-27,444333,454,978.71
2024-07-28,439764,438,1004.03
2024-07-29,425184,474,897.01
2024-07-30,431815,453,953.23
2024-07-31,441799,491,899.79
2024-08-01,423701,467,907.28
2024-08-02,434589,505,860.57
2024-08-03,435293,414,1051.43
2024-08-04,444174,429,1035.37
2024-08-05,432966,436,993.04
2024-08-06,437772,395,1108.28
2024-08-07,438449,469,934.86
2024-08-08,444119,372,1193.87
2024-08-09,434893,467,931.25
2024-08-10,441950,455,971.32
2024-08-11,433527,472,918.49
2024-08-12,441019,450,980.04
2024-08-13,432193,425,1016.92
2024-08-14,433046,460,941.4
2024-08-15,435424,399,1091.29
2024-08-16,428447,442,969.34
2024-08-17,440967,454,971.29
2024-08-18,444249,506,877.96
2024-08-19,436672,444,983.5
2024-08-20,428165,456,938.96
2024-08-21,434719,482,901.91
2024-08-22,438579,494,887.81
2024-08-23,426754,367,1162.82
2024-08-24,434835,468,929.13
2024-08-25,443584,532,833.8
2024-08-26,436325,488,894.11
2024-08-27,436935,462,945.75
2024-08-28,443423,446,994.22
2024-08-29,437140,440,993.5
2024-08-30,437970,436,1004.52
2024-08-31,451689,503,897.99
2024-09-01,438511,449,976.64
2024-09-02,431368,490,880.34
2024-09-03,436871,485,900.76
2024-09-04,436912,498,877.33
2024-09-05,432560,506,854.86
2024-09-06,430280,416,1034.33
2024-09-07,449818,448,1004.06
2024-09-08,440896,429,1027.73
2024-09-09,431635,453,952.84
2024-09-10,439059,434,1011.66
2024-09-11,434457,537,809.04
2024-09-12,433824,426,1018.37
2024-09-13,437509,454,963.68
2024-09-14,433686,434,999.28
2024-09-15,441110,450,980.24
2024-09-16,443659,509,871.63
2024-09-17,437179,527,829.56
2024-09-18,433423,485,893.66
2024-09-19,432872,435,995.11
2024-09-20,433349,431,1005.45
2024-09-21,438599,522,840.23
2024-09-22,438091,503,870.96
2024-09-23,439468,493,891.42
2024-09-24,427603,464,921.56
2024-09-25,439343,522,841.65
2024-09-26,433821,519,835.88
2024-09-27,437295,495,883.42
2024-09-28,435102,455,956.27
2024-09-29,446230,522,854.85
2024-09-30,441440,469,941.24
2024-10-01,440239,425,1035.86
2024-10-02,429196,507,846.54
2024-10-03,439840,471,933.84
2024-10-04,438031,424,1033.09
2024-10-05,433591,473,916.68
2024-10-06,440815,488,903.31
2024-10-07,438179,420,1043.28
2024-10-08,439161,475,924.55
2024-10-09,437580,421,1039.38
2024-10-10,438222,445,984.77
2024-10-11,443676,481,922.4
2024-10-12,447200,452,989.38
2024-10-13,428925,440,974.83
2024-10-14,436046,423,1030.84
2024-10-15,436887,482,906.4
2024-10-16,429902,451,953.22
2024-10-17,438374,464,944.77
2024-10-18,443738,441,1006.21
2024-10-19,437903,505,867.13
2024-10-20,444485,431,1031.29
2024-10-21,434534,440,987.58
2024-10-22,435820,516,844.61
2024-10-23,445686,426,1046.21
2024-10-24,436796,387,1128.67
2024-10-25,441522,429,1029.19
2024-10-26,435732,409,1065.36
2024-10-27,452748,473,957.18
2024-10-28,442800,542,816.97
2024-10-29,439493,548,801.99
2024-10-30,443135,457,969.66
2024-10-31,434437,481,903.2
2024-11-01,446344,509,876.9
2024-11-02,444312,470,945.34
2024-11-03,445104,445,1000.23
2024-11-04,439568,527,834.09
2024-11-05,439430,481,913.58
2024-11-06,445437,416,1070.76
2024-11-07,443737,514,863.3
2024-11-08,445797,437,1020.13
2024-11-09,447609,491,911.63
2024-11-10,450247,453,993.92
2024-11-11,441848,426,1037.2
2024-11-12,454067,450,1009.04
2024-11-13,437283,428,1021.69
2024-11-14,450323,525,857.76
2024-11-15,451121,434,1039.45
2024-11-16,445951,506,881.33
2024-11-17,460144,474,970.77
2024-11-18,450424,464,970.74
2024-11-19,450651,456,988.27
2024-11-20,446749,457,977.57
2024-11-21,445992,505,883.15
2024-11-22,446380,530,842.23
2024-11-23,453937,445,1020.08
2024-11-24,458847,476,963.96
2024-11-25,449225,431,1042.29
2024-11-26,444679,470,946.13
2024-11-27,452868,541,837.09
2024-11-28,453685,442,1026.44
2024-11-29,452873,492,920.47
2024-11-30,458174,469,976.92
2024-12-01,462996,515,899.02
2024-12-02,455937,422,1080.42
2024-12-03,456616,519,879.8
2024-12-04,453574,491,923.78
2024-12-05,462415,482,959.37
2024-12-06,461394,535,862.42
2024-12-07,464714,476,976.29
2024-12-08,453822,421,1077.96
2024-12-09,457443,502,911.24
2024-12-10,468538,477,982.26
2024-12-11,460945,631,730.5
2024-12-12,466005,492,947.16
2024-12-13,458575,496,924.55
2024-12-14,476262,538,885.25
2024-12-15,469599,453,1036.64
2024-12-16,467515,506,923.94
2024-12-17,477143,510,935.57
2024-12-18,473972,515,920.33
2024-12-19,466243,585,797.0
2024-12-20,465432,542,858.73
2024-12-21,471619,459,1027.49
2024-12-22,475864,609,781.39
2024-12-23,469086,528,888.42
2024-12-24,468274,510,918.18
2024-12-25,477151,438,1089.39
2024-12-26,470535,465,1011.9
2024-12-27,481901,532,905.83
2024-12-28,476967,452,1055.24
2024-12-29,485103,545,890.1
2024-12-30,474690,461,1029.7
2024-12-31,477931,568,841.43
2025-01-01,461661,446,1035.11
2025-01-02,461600,503,917.69
2025-01-03,468033,539,868.34
2025-01-04,475438,510,932.23
2025-01-05,471699,485,972.58
2025-01-06,461759,507,910.77
2025-01-07,461960,465,993.46
2025-01-08,462195,512,902.72
2025-01-09,461201,461,1000.44
2025-01-10,470188,477,985.72
2025-01-11,479801,508,944.49
2025-01-12,475222,520,913.89
2025-01-13,461157,479,962.75
2025-01-14,471020,474,993.71
2025-01-15,471696,423,1115.12
2025-01-16,482413,471,1024.23
2025-01-17,466978,454,1028.59
2025-01-18,476833,398,1198.07
2025-01-19,486824,491,991.49
2025-01-20,477232,483,988.06
2025-01-21,478302,475,1006.95
2025-01-22,476844,549,868.57
2025-01-23,478375,523,914.67
2025-01-24,480953,529,909.17
2025-01-25,478876,478,1001.83
2025-01-26,487036,520,936.61
2025-01-27,472972,492,961.33
2025-01-28,481195,464,1037.06
2025-01-29,481090,472,1019.26
2025-01-30,478080,510,937.41
2025-01-31,481320,537,896.31
2025-02-01,483690,465,1040.19
2025-02-02,482238,477,1010.98
2025-02-03,481539,586,821.74
2025-02-04,478732,518,924.19
2025-02-05,485722,504,963.73
2025-02-06,479664,474,1011.95
2025-02-07,488612,478,1022.2
2025-02-08,485161,499,972.27
2025-02-09,488498,490,996.93
2025-02-10,484304,507,955.23
2025-02-11,493645,551,895.91
2025-02-12,489736,527,929.29
2025-02-13,487863,513,951.0
2025-02-14,491625,519,947.25
2025-02-15,484963,607,798.95
2025-02-16,494815,539,918.02
2025-02-17,500061,524,954.31
2025-02-18,492229,531,926.98
2025-02-19,492499,529,931.0
2025-02-20,495219,501,988.46
2025-02-21,497339,576,863.44
2025-02-22,489376,597,819.73
2025-02-23,491349,533,921.86
2025-02-24,495918,490,1012.08
2025-02-25,492305,454,1084.37
2025-02-26,501975,496,1012.05
2025-02-27,495199,595,832.27
2025-02-28,488457,524,932.17
2025-03-01,496499,512,969.72
2025-03-02,490371,509,963.4
2025-03-03,497729,501,993.47
2025-03-04,498471,569,876.05
2025-03-05,497942,521,955.74
2025-03-06,505237,514,982.95
2025-03-07,506304,498,1016.67
2025-03-08,505169,570,886.26
2025-03-09,496852,539,921.8
2025-03-10,505256,689,733.32
2025-03-11,505494,561,901.06
2025-03-12,504900,556,908.09
2025-03-13,508435,585,869.12
2025-03-14,499284,518,963.87
2025-03-15,518570,548,946.3
2025-03-16,505714,657,769.73
2025-03-17,509400,527,966.6
2025-03-18,498930,570,875.32
2025-03-19,502827,508,989.82
2025-03-20,514324,607,847.32
2025-03-21,506809,532,952.65
2025-03-22,516743,557,927.73
2025-03-23,514505,528,974.44
2025-03-24,508938,530,960.26
2025-03-25,516016,555,929.76
2025-03-26,509278,616,826.75
2025-03-27,502789,604,832.43
2025-03-28,507644,562,903.28
2025-03-29,518691,546,949.98
2025-03-30,518437,575,901.63
2025-03-31,505549,506,999.11
2025-04-01,509780,550,926.87
2025-04-02,510857,585,873.26
2025-04-03,512260,552,928.01
2025-04-04,508138,525,967.88
2025-04-05,516424,529,976.23
2025-04-06,516389,469,1101.04
2025-04-07,519052,579,896.46
2025-04-08,519628,550,944.78
2025-04-09,515733,524,984.22
2025-04-10,515023,543,948.48
2025-04-11,517810,569,910.04
2025-04-12,518394,628,825.47
2025-04-13,517291,569,909.12
2025-04-14,514099,595,864.03
2025-04-15,515847,635,812.36
2025-04-16,513837,580,885.93
2025-04-17,520165,600,866.94
2025-04-18,523078,525,996.34
2025-04-19,517506,518,999.05
2025-04-20,525109,598,878.11
2025-04-21,519849,559,929.96
2025-04-22,522714,652,801.71
2025-04-23,521452,573,910.04
2025-04-24,515297,525,981.52
2025-04-25,516479,508,1016.69
2025-04-26,527110,590,893.41
2025-04-27,531919,514,1034.86
2025-04-28,513132,619,828.97
2025-04-29,524954,617,850.82
2025-04-30,529047,525,1007.71
2025-05-01,523296,483,1083.43
2025-05-02,526746,532,990.12
2025-05-03,525887,555,947.54
2025-05-04,528789,683,774.22
2025-05-05,517801,657,788.13
2025-05-06,514810,536,960.47
2025-05-07,529861,575,921.5
2025-05-08,521440,605,861.88
2025-05-09,524071,549,954.59
2025-05-10,524625,547,959.1
2025-05-11,524757,512,1024.92
2025-05-12,526052,547,961.7
2025-05-13,523778,500,1047.56
2025-05-14,528984,556,951.41
2025-05-15,529536,563,940.56
2025-05-16,529154,511,1035.53
2025-05-17,533490,612,871.72
2025-05-18,539717,459,1175.85
2025-05-19,523509,534,980.35
2025-05-20,528256,539,980.07
2025-05-21,533786,538,992.17
2025-05-22,534559,486,1099.92
2025-05-23,522645,516,1012.88
2025-05-24,532308,648,821.46
2025-05-25,539989,508,1062.97
2025-05-26,531824,576,923.31
2025-05-27,530571,554,957.71
2025-05-28,528862,624,847.54
2025-05-29,528259,532,992.97
2025-05-30,531423,592,897.67
2025-05-31,533625,557,958.03
2025-06-01,534699,577,926.69
2025-06-02,530870,481,1103.68
2025-06-03,527585,476,1108.37
2025-06-04,533147,559,953.75
2025-06-05,543977,570,954.35
2025-06-06,522973,568,920.73
2025-06-07,537029,517,1038.74
2025-06-08,532248,576,924.04
2025-06-09,533860,583,915.71
2025-06-10,531559,517,1028.16
2025-06-11,534862,590,906.55
2025-06-12,536802,567,946.74
2025-06-13,532454,647,822.96
2025-06-14,541253,538,1006.05
2025-06-15,525676,476,1104.36
2025-06-16,538945,535,1007.37
2025-06-17,533534,500,1067.07
2025-06-18,536751,608,882.81
2025-06-19,526462,543,969.54
2025-06-20,528260,604,874.6
2025-06-21,537198,577,931.02
2025-06-22,536503,530,1012.27
2025-06-23,533389,557,957.61
2025-06-24,537028,642,836.49
2025-06-25,524232,621,844.17
2025-06-26,536582,639,839.72
2025-06-27,532259,538,989.33
2025-06-28,535822,481,1113.98
2025-06-29,530134,501,1058.15
2025-06-30,534529,670,797.8
2025-07-01,521410,490,1064.1
2025-07-02,535196,522,1025.28
2025-07-03,525566,636,826.36
2025-07-04,532521,575,926.12
2025-07-05,536240,517,1037.21
2025-07-06,542033,545,994.56
2025-07-07,531457,629,844.92
2025-07-08,529126,530,998.35
2025-07-09,529956,680,779.35
2025-07-10,537947,577,932.32
2025-07-11,534613,514,1040.1
2025-07-12,534944,562,951.86
2025-07-13,535592,589,909.32
2025-07-14,525078,514,1021.55
2025-07-15,533851,519,1028.61
2025-07-16,524154,497,1054.64
2025-07-17,535425,525,1019.86
2025-07-18,532588,514,1036.16
2025-07-19,547216,543,1007.76
2025-07-20,531487,547,971.64
2025-07-21,531438,555,957.55
2025-07-22,539953,580,930.95
2025-07-23,537182,630,852.67
2025-07-24,528646,605,873.8
2025-07-25,532744,574,928.13
2025-07-26,536201,553,969.62
2025-07-27,537416,504,1066.3
2025-07-28,528457,558,947.06
2025-07-29,531152,516,1029.36
2025-07-30,524316,506,1036.2
2025-07-31,532067,571,931.82
2025-08-01,533436,535,997.08
2025-08-02,534838,575,930.15
2025-08-03,528545,501,1054.98
2025-08-04,535711,535,1001.33
2025-08-05,532854,623,855.3
2025-08-06,527897,548,963.32
2025-08-07,529852,490,1081.33
2025-08-08,524312,560,936.27
2025-08-09,530901,539,984.97
2025-08-10,533046,536,994.49
2025-08-11,536446,619,866.63
2025-08-12,527992,533,990.6
2025-08-13,533703,637,837.84
2025-08-14,528353,587,900.09
2025-08-15,531845,513,1036.73
2025-08-16,534548,546,979.03
2025-08-17,539069,582,926.24
2025-08-18,528190,536,985.43
2025-08-19,523479,554,944.91
2025-08-20,524295,551,951.53
2025-08-21,528081,527,1002.05
2025-08-22,524816,588,892.54
2025-08-23,536746,563,953.37
2025-08-24,532769,576,924.95
2025-08-25,541017,657,823.47
2025-08-26,522480,596,876.64
2025-08-27,531186,494,1075.28
2025-08-28,525166,535,981.62
2025-08-29,527995,626,843.44
2025-08-30,535328,647,827.4
2025-08-31,524206,557,941.12
2025-09-01,531216,494,1075.34
2025-09-02,538696,576,935.24
2025-09-03,528078,501,1054.05
2025-09-04,531276,543,978.41
2025-09-05,534709,541,988.37
2025-09-06,533852,633,843.37
2025-09-07,531971,519,1024.99
2025-09-08,519843,563,923.34
2025-09-09,532970,523,1019.06
2025-09-10,529581,598,885.59
2025-09-11,525540,545,964.29
2025-09-12,530678,543,977.31
